country_name,country_code,year,trans_rank,net_migration,life_expectancy
Gambia  The,GMB,2007,NA,-13742,58.56943902
Georgia,GEO,2007,NA,-289534,73.42102439
Germany,DEU,2007,NA,31640,79.53414634
Ghana,GHA,2007,NA,189259,59.63585366
Greece,GRC,2007,NA,80157,79.43902439
Grenada,GRD,2007,NA,-4274,71.8447561
Guam,GUM,2007,NA,-9776,77.30741463
Guatemala,GTM,2007,NA,-132000,70.11078049
Guinea,GIN,2007,NA,-55577,53.9994878
Guinea-Bissau,GNB,2007,NA,-25000,52.85546341
Guyana,GUY,2007,NA,-34129,65.7797561
Haiti,HTI,2007,NA,-138004,59.97739024
Heavily indebted poor countries (HIPC),HPC,2007,NA,-3090205,56.57661654
High income,HIC,2007,NA,24750592,77.72811637
High income: nonOECD,NOC,2007,NA,8430964,71.72357976
High income: OECD,OEC,2007,NA,16319628,79.51912368
Honduras,HND,2007,NA,-99997,71.85873171
Hong Kong SAR  China,HKG,2007,NA,44716,82.32682927
Hungary,HUN,2007,NA,95789,73.15121951
Iceland,ISL,2007,NA,8041,81.45365854
India,IND,2007,NA,-2829378,65.30043902
Indonesia,IDN,2007,NA,-1116994,67.56773171
Iran  Islamic Rep.,IRN,2007,NA,-549266,72.67419512
Iraq,IRQ,2007,NA,-457332,68.19902439
Ireland,IRL,2007,NA,198144,79.64146341
Israel,ISR,2007,NA,273635,80.50487805
Italy,ITA,2007,NA,1006308,81.43414634
Jamaica,JAM,2007,NA,-94999,74.00929268
Japan,JPN,2007,NA,445267,82.50707317
Jordan,JOR,2007,NA,449998,72.96117073
Kazakhstan,KAZ,2007,NA,-35196,66.50487805
Kenya,KEN,2007,NA,-189330,55.69929268
Kiribati,KIR,2007,NA,-578,64.9807561
Korea  Dem. PeopleÕs Rep.,PRK,2007,NA,0,68.37619512
Korea  Rep.,KOR,2007,NA,404715,79.3495122
Kuwait,KWT,2007,NA,522000,73.81
Kyrgyz Republic,KGZ,2007,NA,-76604,67.89512195
Lao PDR,LAO,2007,NA,-117700,62.82726829
Latin America & Caribbean (all income levels),LCN,2007,NA,-2675725,73.37902285
Latin America & Caribbean (developing only),LAC,2007,NA,-2527383,72.99173942
Latvia,LVA,2007,NA,-86168,71.0195122
Least developed countries: UN classification,LDC,2007,NA,-8375096,59.62773156
Lebanon,LBN,2007,NA,183370,77.61590244
Lesotho,LSO,2007,NA,-24418,44.88221951
Liberia,LBR,2007,NA,175585,57.19119512
Libya,LBY,2007,NA,-82008,71.73863415
Lithuania,LTU,2007,NA,-141659,70.9
Low & middle income,LMY,2007,NA,-24793815,67.61107441
Low income,LIC,2007,NA,-2673046,56.89281868
Lower middle income,LMC,2007,NA,-17242316,65.02441089
Luxembourg,LUX,2007,NA,42279,79.38292683
Macao SAR  China,MAC,2007,NA,56322,79.0562439
Macedonia  FYR,MKD,2007,NA,-4999,74.32295122
Madagascar,MDG,2007,NA,-5000,62.053
Malawi,MWI,2007,NA,-36820,51.5124878
Malaysia,MYS,2007,NA,652234,73.81826829
Maldives,MDV,2007,NA,-53,75.39970732
Mali,MLI,2007,NA,-100823,54.26192683
Malta,MLT,2007,NA,13525,79.79268293
Mauritania,MRT,2007,NA,-20000,61.13973171
Mauritius,MUS,2007,NA,-12079,72.57073171
Mexico,MEX,2007,NA,-409596,75.58792683
Micronesia  Fed. Sts.,FSM,2007,NA,-12132,68.2204878
Middle East & North Africa (all income levels),MEA,2007,NA,5031419,71.41046831
Middle East & North Africa (developing only),MNA,2007,NA,-1442624,70.85555534
Middle income,MIC,2007,NA,-22120769,68.75651335
Moldova,MDA,2007,NA,-47911,68.20990244
Mongolia,MNG,2007,NA,-15001,66.06817073
Montenegro,MNE,2007,NA,-3108,74.04063415
Morocco,MAR,2007,NA,-577912,71.27763415
Mozambique,MOZ,2007,NA,-50000,51.62209756
Myanmar,MMR,2007,NA,-1466799,64.09368293
Namibia,NAM,2007,NA,-50000,58.78080488
Nepal,NPL,2007,NA,-1023896,66.55192683
Netherlands,NLD,2007,NA,55674,80.09756098
New Caledonia,NCL,2007,NA,4234,75.94634146
New Zealand,NZL,2007,NA,62413,80.15121951
Nicaragua,NIC,2007,NA,-155000,72.57165854
Niger,NER,2007,NA,-28497,55.45502439
Nigeria,NGA,2007,NA,-300000,49.80814634
North America,NAC,2007,NA,6300158,78.24844605
Norway,NOR,2007,NA,174001,80.39512195
OECD members,OED,2007,NA,15860032,78.79007202
Oman,OMN,2007,NA,185500,75.12360976
Other small states,OSS,2007,NA,-236762,59.01893884
Pacific island small states,PSS,2007,NA,-75792,68.51309579
Pakistan,PAK,2007,NA,-1296372,64.33873171
Panama,PAN,2007,NA,22244,76.31446341
Papua New Guinea,PNG,2007,NA,0,61.31141463
Paraguay,PRY,2007,NA,-117299,71.69482927
Peru,PER,2007,NA,-489999,72.99695122
Philippines,PHL,2007,NA,-1829034,67.47902439
Poland,POL,2007,NA,5235,75.24390244
Portugal,PRT,2007,NA,127025,78.32195122
Puerto Rico,PRI,2007,NA,-138043,78.42585366
Qatar,QAT,2007,NA,854839,77.28685366
Romania,ROU,2007,NA,-874406,72.56585366
Russian Federation,RUS,2007,NA,2157349,67.49756098
Rwanda,RWA,2007,NA,-75001,57.946
Samoa,WSM,2007,NA,-15371,71.56078049
Sao Tome and Principe,STP,2007,NA,-5599,65.188
Saudi Arabia,SAU,2007,NA,815000,73.34507317
Senegal,SEN,2007,NA,-166051,61.78417073
Serbia,SRB,2007,NA,-38215,73.63170732
Seychelles,SYC,2007,NA,-1111,73.19268293
Sierra Leone,SLE,2007,NA,60000,45.48836585
Singapore,SGP,2007,NA,449245,80.44146341
Slovak Republic,SVK,2007,NA,9597,74.20731707
Slovenia,SVN,2007,NA,49624,78.56097561
Small states,SST,2007,NA,-440163,62.79669251
Solomon Islands,SLB,2007,NA,-11896,66.26680488
Somalia,SOM,2007,NA,-350000,53.01865854
South Africa,ZAF,2007,NA,1402640,51.9965122
South Asia,SAS,2007,NA,-9901386,65.55057407
South Sudan,SSD,2007,NA,785000,52.08785366
Spain,ESP,2007,NA,2250005,80.87317073
Sri Lanka,LKA,2007,NA,-520065,74.19412195
St. Lucia,LCA,2007,NA,2850,73.71185366
St. Vincent and the Grenadines,VCT,2007,NA,-5122,71.69941463
Sub-Saharan Africa (all income levels),SSF,2007,NA,-496807,54.17838993
Sub-Saharan Africa (developing only),SSA,2007,NA,-515696,54.17609983
Sudan,SDN,2007,NA,-500000,60.70087805
Suriname,SUR,2007,NA,-5675,69.47907317
Swaziland,SWZ,2007,NA,-6000,46.77239024
Sweden,SWE,2007,NA,262453,80.9
Switzerland,CHE,2007,NA,344872,81.74146341
Syrian Arab Republic,SYR,2007,NA,370000,74.24607317
Tajikistan,TJK,2007,NA,-65435,67.2074878
Tanzania,TZA,2007,NA,-265317,58.07778049
Thailand,THA,2007,NA,-858537,72.87443902
Timor-Leste,TLS,2007,NA,-104946,65.82419512
Togo,TGO,2007,NA,-9994,55.43343902
Tonga,TON,2007,NA,-8196,71.737
Trinidad and Tobago,TTO,2007,NA,-11303,69.25965854
Tunisia,TUN,2007,NA,-32941,74.20243902
Turkey,TUR,2007,NA,-50000,73.17707317
Turkmenistan,TKM,2007,NA,-57048,64.63882927
Uganda,UGA,2007,NA,-135000,53.65414634
Ukraine,UKR,2007,NA,235195,68.22219512
United Arab Emirates,ARE,2007,NA,3493000,76.11117073
United Kingdom,GBR,2007,NA,1523939,79.44878049
United States,USA,2007,NA,5070253,77.98780488
Upper middle income,UMC,2007,NA,-4878453,73.07629898
Uruguay,URY,2007,NA,-50000,75.95102439
Uzbekistan,UZB,2007,NA,-290000,67.53121951
Vanuatu,VUT,2007,NA,1135,69.94873171
Venezuela  RB,VEN,2007,NA,-28395,73.38890244
Vietnam,VNM,2007,NA,-877681,74.48385366
Virgin Islands (U.S.),VIR,2007,NA,-6191,78.82439024
West Bank and Gaza,PSE,2007,NA,-90000,71.74704878
World,WLD,2007,NA,0,69.64190131
Yemen  Rep.,YEM,2007,NA,0,61.95480488
Zambia,ZMB,2007,NA,-124044,52.47714634
Zimbabwe,ZWE,2007,NA,-307650,44.1777561
Afghanistan,AFG,2008,NA,-677497,58.22502439
Albania,ALB,2008,NA,-252926,76.65207317
Algeria,DZA,2008,NA,-357340,73.21931707
Angola,AGO,2008,NA,85286,49.84739024
Antigua and Barbuda,ATG,2008,NA,-92,74.97917073
Arab World,ARB,2008,NA,4413525,69.41471854
Argentina,ARG,2008,NA,-84998,75.16626829
Armenia,ARM,2008,NA,-136009,73.945
Aruba,ABW,2008,NA,-441,74.67573171
Australia,AUS,2008,NA,1132688,81.39512195
Austria,AUT,2008,NA,153763,80.43170732
Azerbaijan,AZE,2008,NA,-96798,70.06395122
Bahamas  The,BHS,2008,NA,14363,74.24743902
Bahrain,BHR,2008,NA,316544,75.8475122
Bangladesh,BGD,2008,NA,-3570954,69.27785366
Barbados,BRB,2008,NA,2050,74.51919512
Belarus,BLR,2008,NA,63933,70.45609756
Belgium,BEL,2008,NA,267204,79.6804878
Belize,BLZ,2008,NA,8722,69.59421951
Benin,BEN,2008,NA,50000,58.2045122
Bhutan,BTN,2008,NA,16829,66.88502439
Bolivia,BOL,2008,NA,-84003,65.27380488
Bosnia and Herzegovina,BIH,2008,NA,3677,75.51197561
Botswana,BWA,2008,NA,18730,60.95858537
Brazil,BRA,2008,NA,0,72.69541463
Brunei Darussalam,BRN,2008,NA,2441,76.9567561
Bulgaria,BGR,2008,NA,-83002,72.96341463
Burkina Faso,BFA,2008,NA,-125000,55.90229268
Burundi,BDI,2008,NA,163733,53.89102439
Cabo Verde,CPV,2008,NA,-25866,72.30953659
Cambodia,KHM,2008,NA,-295987,65.23497561
Cameroon,CMR,2008,NA,-90000,52.85582927
Canada,CAN,2008,NA,1229905,80.82536585
Caribbean small states,CSS,2008,NA,-127609,71.76147444
Central African Republic,CAF,2008,NA,5000,46.284
Central Europe and the Baltics,CEB,2008,NA,-811784,74.57753902
Chad,TCD,2008,NA,70000,48.95158537
Channel Islands,CHI,2008,NA,4479,79.63302439
Chile,CHL,2008,NA,139345,79.64090244
China,CHN,2008,NA,-2202103,74.58326829
Colombia,COL,2008,NA,-143000,72.90717073
Comoros,COM,2008,NA,-10000,61.06729268
Congo  Dem. Rep.,COD,2008,NA,-43426,55.724
Congo  Rep.,COG,2008,NA,49872,56.96507317
Costa Rica,CRI,2008,NA,30339,78.45773171
Cote d'Ivoire,CIV,2008,NA,-220000,49.27978049
Croatia,HRV,2008,NA,-22532,75.91219512
Cuba,CUB,2008,NA,-193998,78.6505122
Curacao,CUW,2008,NA,15363,75.3097561
Cyprus,CYP,2008,NA,44166,79.02753659
Czech Republic,CZE,2008,NA,250889,76.97560976
Denmark,DNK,2008,NA,87989,78.44634146
Djibouti,DJI,2008,NA,-19965,59.32387805
Dominican Republic,DOM,2008,NA,-153773,72.34231707
East Asia & Pacific (all income levels),EAS,2008,NA,-5719538,73.80130906
East Asia & Pacific (developing only),EAP,2008,NA,-8308340,72.86093936
Ecuador,ECU,2008,NA,-44999,74.66782927
Egypt  Arab Rep.,EGY,2008,NA,-279228,69.96446341
El Salvador,SLV,2008,NA,-285671,71.08078049
Equatorial Guinea,GNQ,2008,NA,20000,54.98631707
Eritrea,ERI,2008,NA,-160001,60.25007317
Estonia,EST,2008,NA,-15151,73.77073171
Ethiopia,ETH,2008,NA,-50132,59.44692683
Euro area,EMU,2008,NA,4638063,80.30279258
Europe & Central Asia (all income levels),ECS,2008,NA,7418656,75.16710057
Europe & Central Asia (developing only),ECA,2008,NA,-2098386,70.73198022
European Union,EUU,2008,NA,5884417,79.18305105
Fiji,FJI,2008,NA,-28754,69.02202439
Finland,FIN,2008,NA,71143,79.56829268
Fragile and conflict affected situations,FCS,2008,NA,-2970463,59.74669183
France,FRA,2008,NA,480787,81.21463415
French Polynesia,PYF,2008,NA,-3463,75.18665854
Gabon,GAB,2008,NA,9566,60.94919512
Gambia  The,GMB,2008,NA,-13742,58.85307317
Georgia,GEO,2008,NA,-289534,73.62143902
Germany,DEU,2008,NA,31640,79.73658537
Ghana,GHA,2008,NA,189259,60.03041463
Greece,GRC,2008,NA,80157,79.93902439
Grenada,GRD,2008,NA,-4274,72.08714634
Guam,GUM,2008,NA,-9776,77.57573171
Guatemala,GTM,2008,NA,-132000,70.32814634
Guinea,GIN,2008,NA,-55577,54.77758537
Guinea-Bissau,GNB,2008,NA,-25000,53.15473171
Guyana,GUY,2008,NA,-34129,65.87014634
Haiti,HTI,2008,NA,-138004,60.39797561
Heavily indebted poor countries (HIPC),HPC,2008,NA,-3090205,57.30423086
High income,HIC,2008,NA,24750592,77.90936357
High income: nonOECD,NOC,2008,NA,8430964,72.01229713
High income: OECD,OEC,2008,NA,16319628,79.67514084
Honduras,HND,2008,NA,-99997,72.03997561
Hong Kong SAR  China,HKG,2008,NA,44716,82.37560976
Hungary,HUN,2008,NA,95789,73.70243902
Iceland,ISL,2008,NA,8041,81.6097561
India,IND,2008,NA,-2829378,65.69943902
Indonesia,IDN,2008,NA,-1116994,67.76478049
Iran  Islamic Rep.,IRN,2008,NA,-549266,73.09207317
Iraq,IRQ,2008,NA,-457332,68.22029268
Ireland,IRL,2008,NA,198144,80.09512195
Israel,ISR,2008,NA,273635,80.95121951
Italy,ITA,2008,NA,1006308,81.48536585
Jamaica,JAM,2008,NA,-94999,74.30195122
Japan,JPN,2008,NA,445267,82.58756098
Jordan,JOR,2008,NA,449998,73.1202439
Kazakhstan,KAZ,2008,NA,-35196,67.02195122
Kenya,KEN,2008,NA,-189330,56.78468293
Kiribati,KIR,2008,NA,-578,65.07860976
Korea  Dem. PeopleÕs Rep.,PRK,2008,NA,0,68.49195122
Korea  Rep.,KOR,2008,NA,404715,79.83268293
Kuwait,KWT,2008,NA,522000,73.90314634
Kyrgyz Republic,KGZ,2008,NA,-76604,68.45121951
Lao PDR,LAO,2008,NA,-117700,63.34890244
Latin America & Caribbean (all income levels),LCN,2008,NA,-2675725,73.59681279
Latin America & Caribbean (developing only),LAC,2008,NA,-2527383,73.22620265
Latvia,LVA,2008,NA,-86168,72.4195122
Least developed countries: UN classification,LDC,2008,NA,-8375096,60.22593948
Lebanon,LBN,2008,NA,183370,77.93917073
Lesotho,LSO,2008,NA,-24418,45.7392439
Liberia,LBR,2008,NA,175585,58.11246341
Libya,LBY,2008,NA,-82008,71.78739024
Lithuania,LTU,2008,NA,-141659,71.81219512
Low & middle income,LMY,2008,NA,-24793815,67.91875712
Low income,LIC,2008,NA,-2673046,57.63477053
Lower middle income,LMC,2008,NA,-17242316,65.35851485
Luxembourg,LUX,2008,NA,42279,80.53902439
Macao SAR  China,MAC,2008,NA,56322,79.26460976
Macedonia  FYR,MKD,2008,NA,-4999,74.44639024
Madagascar,MDG,2008,NA,-5000,62.4827561
Malawi,MWI,2008,NA,-36820,53.28736585
Malaysia,MYS,2008,NA,652234,73.92607317
Maldives,MDV,2008,NA,-53,75.75953659
Mali,MLI,2008,NA,-100823,54.99514634
Malta,MLT,2008,NA,13525,79.63658537
Mauritania,MRT,2008,NA,-20000,61.41773171
Mauritius,MUS,2008,NA,-12079,72.57073171
Mexico,MEX,2008,NA,-409596,75.73246341
Micronesia  Fed. Sts.,FSM,2008,NA,-12132,68.35926829
Middle East & North Africa (all income levels),MEA,2008,NA,5031419,71.63453712
Middle East & North Africa (developing only),MNA,2008,NA,-1442624,71.06863127
Middle income,MIC,2008,NA,-22120769,69.03412599
Moldova,MDA,2008,NA,-47911,68.63002439
Mongolia,MNG,2008,NA,-15001,66.55992683
Montenegro,MNE,2008,NA,-3108,74.34543902
Morocco,MAR,2008,NA,-577912,71.71141463
Mozambique,MOZ,2008,NA,-50000,52.15056098
Myanmar,MMR,2008,NA,-1466799,64.36760976
Namibia,NAM,2008,NA,-50000,60.18407317
Nepal,NPL,2008,NA,-1023896,67.04536585
Netherlands,NLD,2008,NA,55674,80.25121951
New Caledonia,NCL,2008,NA,4234,76.45609756
New Zealand,NZL,2008,NA,62413,80.35121951
Nicaragua,NIC,2008,NA,-155000,72.91841463
Niger,NER,2008,NA,-28497,56.33729268
Nigeria,NGA,2008,NA,-300000,50.35743902
North America,NAC,2008,NA,6300158,78.31380467
Norway,NOR,2008,NA,174001,80.59268293
OECD members,OED,2008,NA,15860032,78.95015275
Oman,OMN,2008,NA,185500,75.45253659
Other small states,OSS,2008,NA,-236762,59.72116902
Pacific island small states,PSS,2008,NA,-75792,68.7277457
Pakistan,PAK,2008,NA,-1296372,64.59814634
Panama,PAN,2008,NA,22244,76.49358537
Papua New Guinea,PNG,2008,NA,0,61.5822439
Paraguay,PRY,2008,NA,-117299,71.89882927
Peru,PER,2008,NA,-489999,73.22502439
Philippines,PHL,2008,NA,-1829034,67.58078049
Poland,POL,2008,NA,5235,75.54390244
Portugal,PRT,2008,NA,127025,78.52439024
Puerto Rico,PRI,2008,NA,-138043,77.90646341
Qatar,QAT,2008,NA,854839,77.4487561
Romania,ROU,2008,NA,-874406,72.56585366
Russian Federation,RUS,2008,NA,2157349,67.84878049
Rwanda,RWA,2008,NA,-75001,59.31534146
Samoa,WSM,2008,NA,-15371,71.84429268
Sao Tome and Principe,STP,2008,NA,-5599,65.45053659
Saudi Arabia,SAU,2008,NA,815000,73.4457561
Senegal,SEN,2008,NA,-166051,62.53507317
Serbia,SRB,2008,NA,-38215,73.88536585
Seychelles,SYC,2008,NA,-1111,73.16341463
Sierra Leone,SLE,2008,NA,60000,46.42763415
Singapore,SGP,2008,NA,449245,80.7902439
Slovak Republic,SVK,2008,NA,9597,74.70487805
Slovenia,SVN,2008,NA,49624,78.76585366
Small states,SST,2008,NA,-440163,63.32115484
Solomon Islands,SLB,2008,NA,-11896,66.56121951
Somalia,SOM,2008,NA,-350000,53.3545122
South Africa,ZAF,2008,NA,1402640,52.63602439
South Asia,SAS,2008,NA,-9901386,65.93032108
South Sudan,SSD,2008,NA,785000,52.59331707
Spain,ESP,2008,NA,2250005,81.17560976
Sri Lanka,LKA,2008,NA,-520065,74.23873171
St. Lucia,LCA,2008,NA,2850,74.01314634
St. Vincent and the Grenadines,VCT,2008,NA,-5122,71.93173171
Sub-Saharan Africa (all income levels),SSF,2008,NA,-496807,54.92559063
Sub-Saharan Africa (developing only),SSA,2008,NA,-515696,54.92362144
Sudan,SDN,2008,NA,-500000,61.15060976
Suriname,SUR,2008,NA,-5675,69.795
Swaziland,SWZ,2008,NA,-6000,47.34582927
Sweden,SWE,2008,NA,262453,81.1
Switzerland,CHE,2008,NA,344872,81.99268293
Syrian Arab Republic,SYR,2008,NA,370000,73.7972439
Tajikistan,TJK,2008,NA,-65435,67.71458537
Tanzania,TZA,2008,NA,-265317,59.31470732
Thailand,THA,2008,NA,-858537,73.18843902
Timor-Leste,TLS,2008,NA,-104946,66.45782927
Togo,TGO,2008,NA,-9994,56.00590244
Tonga,TON,2008,NA,-8196,71.88319512
Trinidad and Tobago,TTO,2008,NA,-11303,69.42892683
Tunisia,TUN,2008,NA,-32941,74.30243902
Turkey,TUR,2008,NA,-50000,73.5007561
Turkmenistan,TKM,2008,NA,-57048,64.75607317
Uganda,UGA,2008,NA,-135000,54.46197561
Ukraine,UKR,2008,NA,235195,68.25146341
United Arab Emirates,ARE,2008,NA,3493000,76.3077561
United Kingdom,GBR,2008,NA,1523939,79.6
United States,USA,2008,NA,5070253,78.03902439
Upper middle income,UMC,2008,NA,-4878453,73.32238816
Uruguay,URY,2008,NA,-50000,76.10107317
Uzbekistan,UZB,2008,NA,-290000,67.63419512
Vanuatu,VUT,2008,NA,1135,70.2547561
Venezuela  RB,VEN,2008,NA,-28395,73.4762439
Vietnam,VNM,2008,NA,-877681,74.65309756
Virgin Islands (U.S.),VIR,2008,NA,-6191,78.92439024
West Bank and Gaza,PSE,2008,NA,-90000,71.89495122
World,WLD,2008,NA,0,69.91476017
Yemen  Rep.,YEM,2008,NA,0,62.21136585
Zambia,ZMB,2008,NA,-124044,53.90563415
Zimbabwe,ZWE,2008,NA,-307650,45.8044878
Afghanistan,AFG,2009,NA,-677497,58.60368293
Albania,ALB,2009,NA,-252926,76.84036585
Algeria,DZA,2009,NA,-357340,73.52102439
Angola,AGO,2009,NA,85286,50.25102439
Antigua and Barbuda,ATG,2009,NA,-92,75.14702439
Arab World,ARB,2009,NA,4413525,69.61519409
Argentina,ARG,2009,NA,-84998,75.32456098
Armenia,ARM,2009,NA,-136009,74.09582927
Aruba,ABW,2009,NA,-441,74.81814634
Australia,AUS,2009,NA,1132688,81.54390244
Austria,AUT,2009,NA,153763,80.33170732
Azerbaijan,AZE,2009,NA,-96798,70.29368293
Bahamas  The,BHS,2009,NA,14363,74.42390244
Bahrain,BHR,2009,NA,316544,75.98778049
Bangladesh,BGD,2009,NA,-3570954,69.68378049
Barbados,BRB,2009,NA,2050,74.6824878
Belarus,BLR,2009,NA,63933,70.40731707
Belgium,BEL,2009,NA,267204,79.98292683
Belize,BLZ,2009,NA,8722,69.70307317
Benin,BEN,2009,NA,50000,58.49126829
Bhutan,BTN,2009,NA,16829,67.41665854
Bolivia,BOL,2009,NA,-84003,65.848
Bosnia and Herzegovina,BIH,2009,NA,3677,75.65736585
Botswana,BWA,2009,NA,18730,62.41709756
Brazil,BRA,2009,NA,0,72.97802439
Brunei Darussalam,BRN,2009,NA,2441,77.26829268
Bulgaria,BGR,2009,NA,-83002,73.41219512
Burkina Faso,BFA,2009,NA,-125000,56.52497561
Burundi,BDI,2009,NA,163733,54.35121951
Cabo Verde,CPV,2009,NA,-25866,72.47121951
Cambodia,KHM,2009,NA,-295987,65.84446341
Cameroon,CMR,2009,NA,-90000,53.26485366
Canada,CAN,2009,NA,1229905,81.11146341
Caribbean small states,CSS,2009,NA,-127609,71.97936801
Central African Republic,CAF,2009,NA,5000,46.93497561
Central Europe and the Baltics,CEB,2009,NA,-811784,74.9318257
Chad,TCD,2009,NA,70000,49.39317073
Channel Islands,CHI,2009,NA,4479,79.83270732
Chile,CHL,2009,NA,139345,79.96080488
China,CHN,2009,NA,-2202103,74.80326829
Colombia,COL,2009,NA,-143000,73.09695122
Comoros,COM,2009,NA,-10000,61.44419512
Congo  Dem. Rep.,COD,2009,NA,-43426,56.33707317
Congo  Rep.,COG,2009,NA,49872,58.09363415
Costa Rica,CRI,2009,NA,30339,78.59260976
Cote d'Ivoire,CIV,2009,NA,-220000,49.7404878
Croatia,HRV,2009,NA,-22532,76.16829268
Cuba,CUB,2009,NA,-193998,78.81097561
Curacao,CUW,2009,NA,15363,76.15609756
Cyprus,CYP,2009,NA,44166,79.1994878
Czech Republic,CZE,2009,NA,250889,77.07804878
Denmark,DNK,2009,NA,87989,78.59756098
Djibouti,DJI,2009,NA,-19965,59.84280488
Dominican Republic,DOM,2009,NA,-153773,72.54831707
East Asia & Pacific (all income levels),EAS,2009,NA,-5719538,74.02087393
East Asia & Pacific (developing only),EAP,2009,NA,-8308340,73.06613679
Ecuador,ECU,2009,NA,-44999,74.84460976
Egypt  Arab Rep.,EGY,2009,NA,-279228,70.15014634
El Salvador,SLV,2009,NA,-285671,71.37814634
Equatorial Guinea,GNQ,2009,NA,20000,55.47719512
Eritrea,ERI,2009,NA,-160001,60.8535122
Estonia,EST,2009,NA,-15151,74.82439024
Ethiopia,ETH,2009,NA,-50132,60.41578049
Euro area,EMU,2009,NA,4638063,80.50341313
Europe & Central Asia (all income levels),ECS,2009,NA,7418656,75.55236185
Europe & Central Asia (developing only),ECA,2009,NA,-2098386,71.21197479
European Union,EUU,2009,NA,5884417,79.44111757
Fiji,FJI,2009,NA,-28754,69.20285366
Finland,FIN,2009,NA,71143,79.7195122
Fragile and conflict affected situations,FCS,2009,NA,-2970463,60.13139787
France,FRA,2009,NA,480787,81.41463415
French Polynesia,PYF,2009,NA,-3463,75.45346341
Gabon,GAB,2009,NA,9566,61.53146341
Gambia  The,GMB,2009,NA,-13742,59.10778049
Georgia,GEO,2009,NA,-289534,73.81541463
Germany,DEU,2009,NA,31640,79.83658537
Ghana,GHA,2009,NA,189259,60.35546341
Greece,GRC,2009,NA,80157,80.18780488
Grenada,GRD,2009,NA,-4274,72.33007317
Guam,GUM,2009,NA,-9776,77.83956098
Guatemala,GTM,2009,NA,-132000,70.54753659
Guinea,GIN,2009,NA,-55577,55.55614634
Guinea-Bissau,GNB,2009,NA,-25000,53.47663415
Guyana,GUY,2009,NA,-34129,65.957
Haiti,HTI,2009,NA,-138004,60.82221951
Heavily indebted poor countries (HIPC),HPC,2009,NA,-3090205,57.99915982
High income,HIC,2009,NA,24750592,78.2389941
High income: nonOECD,NOC,2009,NA,8430964,72.51349281
High income: OECD,OEC,2009,NA,16319628,79.96088355
Honduras,HND,2009,NA,-99997,72.21721951
Hong Kong SAR  China,HKG,2009,NA,44716,82.77560976
Hungary,HUN,2009,NA,95789,73.90487805
Iceland,ISL,2009,NA,8041,81.75121951
India,IND,2009,NA,-2829378,66.10263415
Indonesia,IDN,2009,NA,-1116994,67.95763415
Iran  Islamic Rep.,IRN,2009,NA,-549266,73.53417073
Iraq,IRQ,2009,NA,-457332,68.31992683
Ireland,IRL,2009,NA,198144,80.1902439
Israel,ISR,2009,NA,273635,81.40487805
Italy,ITA,2009,NA,1006308,81.63658537
Jamaica,JAM,2009,NA,-94999,74.58404878
Japan,JPN,2009,NA,445267,82.93146341
Jordan,JOR,2009,NA,449998,73.27829268
Kazakhstan,KAZ,2009,NA,-35196,68.42926829
Kenya,KEN,2009,NA,-189330,57.80043902
Kiribati,KIR,2009,NA,-578,65.18343902
Korea  Dem. PeopleÕs Rep.,PRK,2009,NA,0,68.66404878
Korea  Rep.,KOR,2009,NA,404715,80.29731707
Kuwait,KWT,2009,NA,522000,74.00619512
Kyrgyz Republic,KGZ,2009,NA,-76604,69.10243902
Lao PDR,LAO,2009,NA,-117700,63.85104878
Latin America & Caribbean (all income levels),LCN,2009,NA,-2675725,73.81807413
Latin America & Caribbean (developing only),LAC,2009,NA,-2527383,73.45828382
Latvia,LVA,2009,NA,-86168,73.0804878
Least developed countries: UN classification,LDC,2009,NA,-8375096,60.80134471
Lebanon,LBN,2009,NA,183370,78.2194878
Lesotho,LSO,2009,NA,-24418,46.63458537
Liberia,LBR,2009,NA,175585,58.86565854
Libya,LBY,2009,NA,-82008,71.78095122
Lithuania,LTU,2009,NA,-141659,72.91463415
Low & middle income,LMY,2009,NA,-24793815,68.23165196
Low income,LIC,2009,NA,-2673046,58.35197072
Lower middle income,LMC,2009,NA,-17242316,65.70423051
Luxembourg,LUX,2009,NA,42279,80.63658537
Macao SAR  China,MAC,2009,NA,56322,79.47617073
Macedonia  FYR,MKD,2009,NA,-4999,74.57895122
Madagascar,MDG,2009,NA,-5000,62.91817073
Malawi,MWI,2009,NA,-36820,55.08236585
Malaysia,MYS,2009,NA,652234,74.03841463
Maldives,MDV,2009,NA,-53,76.01865854
Mali,MLI,2009,NA,-100823,55.63343902
Malta,MLT,2009,NA,13525,80.24146341
Mauritania,MRT,2009,NA,-20000,61.71073171
Mauritius,MUS,2009,NA,-12079,72.88243902
Mexico,MEX,2009,NA,-409596,75.87741463
Micronesia  Fed. Sts.,FSM,2009,NA,-12132,68.48953659
Middle East & North Africa (all income levels),MEA,2009,NA,5031419,71.85650427
Middle East & North Africa (developing only),MNA,2009,NA,-1442624,71.27744171
Middle income,MIC,2009,NA,-22120769,69.31916025
Moldova,MDA,2009,NA,-47911,69.14329268
Mongolia,MNG,2009,NA,-15001,67.07680488
Montenegro,MNE,2009,NA,-3108,74.68782927
Morocco,MAR,2009,NA,-577912,72.14821951
Mozambique,MOZ,2009,NA,-50000,52.69126829
Myanmar,MMR,2009,NA,-1466799,64.64356098
Namibia,NAM,2009,NA,-50000,61.44090244
