Economy,CCODE,DBYEAR,CAL_YEAR,Indicator,IndicatorDescription,value
Dominica,DMA,DB2010,2009,PT,Paying Taxes,72.5
Dominica,DMA,DB2010,2009,RI,Resolving Insolvency,30.32
Dominica,DMA,DB2010,2009,RP,Registering Property,51.94
Dominica,DMA,DB2010,2009,SB,Starting a Business,88.15
Dominica,DMA,DB2010,2009,TAB,Trading Across Borders,73.59
Dominica,DMA,DB2011,2010,DTF,DTF,63.88
Dominica,DMA,DB2011,2010,DWC,Dealing with Construction Permits,78.69
Dominica,DMA,DB2011,2010,EC,Enforcing Contracts,45.17
Dominica,DMA,DB2011,2010,GC,Getting Credit,56.25
Dominica,DMA,DB2011,2010,GE,Getting Electricity,79.82
Dominica,DMA,DB2011,2010,PMI,Protecting Minority Investors,63.33
Dominica,DMA,DB2011,2010,PT,Paying Taxes,72.5
Dominica,DMA,DB2011,2010,RI,Resolving Insolvency,29.42
Dominica,DMA,DB2011,2010,RP,Registering Property,51.95
Dominica,DMA,DB2011,2010,SB,Starting a Business,88.23
Dominica,DMA,DB2011,2010,TAB,Trading Across Borders,73.45
Dominica,DMA,DB2012,2011,DTF,DTF,64.06
Dominica,DMA,DB2012,2011,DWC,Dealing with Construction Permits,78.7
Dominica,DMA,DB2012,2011,EC,Enforcing Contracts,45.17
Dominica,DMA,DB2012,2011,GC,Getting Credit,56.25
Dominica,DMA,DB2012,2011,GE,Getting Electricity,79.9
Dominica,DMA,DB2012,2011,PMI,Protecting Minority Investors,63.33
Dominica,DMA,DB2012,2011,PT,Paying Taxes,72.42
Dominica,DMA,DB2012,2011,RI,Resolving Insolvency,30.5
Dominica,DMA,DB2012,2011,RP,Registering Property,52.96
Dominica,DMA,DB2012,2011,SB,Starting a Business,88.5
Dominica,DMA,DB2012,2011,TAB,Trading Across Borders,72.88
Dominica,DMA,DB2013,2012,DTF,DTF,64.3
Dominica,DMA,DB2013,2012,DWC,Dealing with Construction Permits,78.79
Dominica,DMA,DB2013,2012,EC,Enforcing Contracts,45.17
Dominica,DMA,DB2013,2012,GC,Getting Credit,56.25
Dominica,DMA,DB2013,2012,GE,Getting Electricity,80.72
Dominica,DMA,DB2013,2012,PMI,Protecting Minority Investors,63.33
Dominica,DMA,DB2013,2012,PT,Paying Taxes,72.42
Dominica,DMA,DB2013,2012,RI,Resolving Insolvency,30.68
Dominica,DMA,DB2013,2012,RP,Registering Property,52.87
Dominica,DMA,DB2013,2012,SB,Starting a Business,89.31
Dominica,DMA,DB2013,2012,TAB,Trading Across Borders,73.41
Dominica,DMA,DB2014,2013,DTF,DTF,64.25
Dominica,DMA,DB2014,2013,DWC,Dealing with Construction Permits,78.77
Dominica,DMA,DB2014,2013,EC,Enforcing Contracts,45.17
Dominica,DMA,DB2014,2013,GC,Getting Credit,56.25
Dominica,DMA,DB2014,2013,GE,Getting Electricity,80.55
Dominica,DMA,DB2014,2013,PMI,Protecting Minority Investors,63.33
Dominica,DMA,DB2014,2013,PT,Paying Taxes,72.49
Dominica,DMA,DB2014,2013,RI,Resolving Insolvency,30.45
Dominica,DMA,DB2014,2013,RP,Registering Property,52.82
Dominica,DMA,DB2014,2013,SB,Starting a Business,89.15
Dominica,DMA,DB2014,2013,TAB,Trading Across Borders,73.49
Dominica,DMA,DB2015,2014,DTF,DTF,61.1
Dominica,DMA,DB2015,2014,DWC,Dealing with Construction Permits,65.76
Dominica,DMA,DB2015,2014,EC,Enforcing Contracts,59.17
Dominica,DMA,DB2015,2014,GC,Getting Credit,30
Dominica,DMA,DB2015,2014,GE,Getting Electricity,79.25
Dominica,DMA,DB2015,2014,PMI,Protecting Minority Investors,56.67
Dominica,DMA,DB2015,2014,PT,Paying Taxes,72.49
Dominica,DMA,DB2015,2014,RI,Resolving Insolvency,33.96
Dominica,DMA,DB2015,2014,RP,Registering Property,43.39
Dominica,DMA,DB2015,2014,SB,Starting a Business,89.27
Dominica,DMA,DB2015,2014,TAB,Trading Across Borders,81.04
Dominica,DMA,DB2016,2015,DTF,DTF,61.44
Dominica,DMA,DB2016,2015,DWC,Dealing with Construction Permits,65.76
Dominica,DMA,DB2016,2015,EC,Enforcing Contracts,59.17
Dominica,DMA,DB2016,2015,GC,Getting Credit,30
Dominica,DMA,DB2016,2015,GE,Getting Electricity,82.44
Dominica,DMA,DB2016,2015,PMI,Protecting Minority Investors,56.67
Dominica,DMA,DB2016,2015,PT,Paying Taxes,72.49
Dominica,DMA,DB2016,2015,RI,Resolving Insolvency,34.03
Dominica,DMA,DB2016,2015,RP,Registering Property,43.41
Dominica,DMA,DB2016,2015,SB,Starting a Business,89.35
Dominica,DMA,DB2016,2015,TAB,Trading Across Borders,81.04
Dominican Republic,DOM,DB2004,2003,DTF,DTF,43.31
Dominican Republic,DOM,DB2004,2003,DWC,Dealing with Construction Permits,..
Dominican Republic,DOM,DB2004,2003,EC,Enforcing Contracts,58.59
Dominican Republic,DOM,DB2004,2003,GC,Getting Credit,..
Dominican Republic,DOM,DB2004,2003,GE,Getting Electricity,..
Dominican Republic,DOM,DB2004,2003,PMI,Protecting Minority Investors,..
Dominican Republic,DOM,DB2004,2003,PT,Paying Taxes,..
Dominican Republic,DOM,DB2004,2003,RI,Resolving Insolvency,6.37
Dominican Republic,DOM,DB2004,2003,RP,Registering Property,..
Dominican Republic,DOM,DB2004,2003,SB,Starting a Business,64.97
Dominican Republic,DOM,DB2004,2003,TAB,Trading Across Borders,..
Dominican Republic,DOM,DB2005,2004,DTF,DTF,47.52
Dominican Republic,DOM,DB2005,2004,DWC,Dealing with Construction Permits,..
Dominican Republic,DOM,DB2005,2004,EC,Enforcing Contracts,58.59
Dominican Republic,DOM,DB2005,2004,GC,Getting Credit,50
Dominican Republic,DOM,DB2005,2004,GE,Getting Electricity,..
Dominican Republic,DOM,DB2005,2004,PMI,Protecting Minority Investors,..
Dominican Republic,DOM,DB2005,2004,PT,Paying Taxes,..
Dominican Republic,DOM,DB2005,2004,RI,Resolving Insolvency,6
Dominican Republic,DOM,DB2005,2004,RP,Registering Property,57.67
Dominican Republic,DOM,DB2005,2004,SB,Starting a Business,65.34
Dominican Republic,DOM,DB2005,2004,TAB,Trading Across Borders,..
Dominican Republic,DOM,DB2006,2005,DTF,DTF,51.89
Dominican Republic,DOM,DB2006,2005,DWC,Dealing with Construction Permits,64.54
Dominican Republic,DOM,DB2006,2005,EC,Enforcing Contracts,58.59
Dominican Republic,DOM,DB2006,2005,GC,Getting Credit,50
Dominican Republic,DOM,DB2006,2005,GE,Getting Electricity,..
Dominican Republic,DOM,DB2006,2005,PMI,Protecting Minority Investors,40
Dominican Republic,DOM,DB2006,2005,PT,Paying Taxes,52.83
Dominican Republic,DOM,DB2006,2005,RI,Resolving Insolvency,5.81
Dominican Republic,DOM,DB2006,2005,RP,Registering Property,60.17
Dominican Republic,DOM,DB2006,2005,SB,Starting a Business,65.41
Dominican Republic,DOM,DB2006,2005,TAB,Trading Across Borders,69.7
Dominican Republic,DOM,DB2007,2006,DTF,DTF,52.96
Dominican Republic,DOM,DB2007,2006,DWC,Dealing with Construction Permits,65.03
Dominican Republic,DOM,DB2007,2006,EC,Enforcing Contracts,61.87
Dominican Republic,DOM,DB2007,2006,GC,Getting Credit,56.25
Dominican Republic,DOM,DB2007,2006,GE,Getting Electricity,..
Dominican Republic,DOM,DB2007,2006,PMI,Protecting Minority Investors,40
Dominican Republic,DOM,DB2007,2006,PT,Paying Taxes,49.9
Dominican Republic,DOM,DB2007,2006,RI,Resolving Insolvency,7.99
Dominican Republic,DOM,DB2007,2006,RP,Registering Property,60.2
Dominican Republic,DOM,DB2007,2006,SB,Starting a Business,65.49
Dominican Republic,DOM,DB2007,2006,TAB,Trading Across Borders,69.94
Dominican Republic,DOM,DB2008,2007,DTF,DTF,56.18
Dominican Republic,DOM,DB2008,2007,DWC,Dealing with Construction Permits,65.36
Dominican Republic,DOM,DB2008,2007,EC,Enforcing Contracts,61.87
Dominican Republic,DOM,DB2008,2007,GC,Getting Credit,56.25
Dominican Republic,DOM,DB2008,2007,GE,Getting Electricity,..
Dominican Republic,DOM,DB2008,2007,PMI,Protecting Minority Investors,40
Dominican Republic,DOM,DB2008,2007,PT,Paying Taxes,48.66
Dominican Republic,DOM,DB2008,2007,RI,Resolving Insolvency,9
Dominican Republic,DOM,DB2008,2007,RP,Registering Property,67.73
Dominican Republic,DOM,DB2008,2007,SB,Starting a Business,78.19
Dominican Republic,DOM,DB2008,2007,TAB,Trading Across Borders,78.56
Dominican Republic,DOM,DB2009,2008,DTF,DTF,59.95
Dominican Republic,DOM,DB2009,2008,DWC,Dealing with Construction Permits,66.36
Dominican Republic,DOM,DB2009,2008,EC,Enforcing Contracts,61.87
Dominican Republic,DOM,DB2009,2008,GC,Getting Credit,56.25
Dominican Republic,DOM,DB2009,2008,GE,Getting Electricity,..
Dominican Republic,DOM,DB2009,2008,PMI,Protecting Minority Investors,40
Dominican Republic,DOM,DB2009,2008,PT,Paying Taxes,71.31
Dominican Republic,DOM,DB2009,2008,RI,Resolving Insolvency,9.56
Dominican Republic,DOM,DB2009,2008,RP,Registering Property,70.71
Dominican Republic,DOM,DB2009,2008,SB,Starting a Business,83.64
Dominican Republic,DOM,DB2009,2008,TAB,Trading Across Borders,79.81
Dominican Republic,DOM,DB2010,2009,DTF,DTF,63.07
Dominican Republic,DOM,DB2010,2009,DWC,Dealing with Construction Permits,67.29
Dominican Republic,DOM,DB2010,2009,EC,Enforcing Contracts,61.87
Dominican Republic,DOM,DB2010,2009,GC,Getting Credit,56.25
Dominican Republic,DOM,DB2010,2009,GE,Getting Electricity,66.66
Dominican Republic,DOM,DB2010,2009,PMI,Protecting Minority Investors,56.67
Dominican Republic,DOM,DB2010,2009,PT,Paying Taxes,77.79
Dominican Republic,DOM,DB2010,2009,RI,Resolving Insolvency,9.56
Dominican Republic,DOM,DB2010,2009,RP,Registering Property,70.78
Dominican Republic,DOM,DB2010,2009,SB,Starting a Business,83.18
Dominican Republic,DOM,DB2010,2009,TAB,Trading Across Borders,80.65
Dominican Republic,DOM,DB2011,2010,DTF,DTF,62.7
Dominican Republic,DOM,DB2011,2010,DWC,Dealing with Construction Permits,67.41
Dominican Republic,DOM,DB2011,2010,EC,Enforcing Contracts,61.87
Dominican Republic,DOM,DB2011,2010,GC,Getting Credit,56.25
Dominican Republic,DOM,DB2011,2010,GE,Getting Electricity,66.83
Dominican Republic,DOM,DB2011,2010,PMI,Protecting Minority Investors,56.67
Dominican Republic,DOM,DB2011,2010,PT,Paying Taxes,76.97
Dominican Republic,DOM,DB2011,2010,RI,Resolving Insolvency,9.77
Dominican Republic,DOM,DB2011,2010,RP,Registering Property,70.78
Dominican Republic,DOM,DB2011,2010,SB,Starting a Business,79.59
Dominican Republic,DOM,DB2011,2010,TAB,Trading Across Borders,80.89
Dominican Republic,DOM,DB2012,2011,DTF,DTF,62.4
Dominican Republic,DOM,DB2012,2011,DWC,Dealing with Construction Permits,68.53
Dominican Republic,DOM,DB2012,2011,EC,Enforcing Contracts,61.87
Dominican Republic,DOM,DB2012,2011,GC,Getting Credit,56.25
Dominican Republic,DOM,DB2012,2011,GE,Getting Electricity,67.03
Dominican Republic,DOM,DB2012,2011,PMI,Protecting Minority Investors,50
Dominican Republic,DOM,DB2012,2011,PT,Paying Taxes,76.45
Dominican Republic,DOM,DB2012,2011,RI,Resolving Insolvency,10.17
Dominican Republic,DOM,DB2012,2011,RP,Registering Property,70.81
Dominican Republic,DOM,DB2012,2011,SB,Starting a Business,81.76
Dominican Republic,DOM,DB2012,2011,TAB,Trading Across Borders,81.12
Dominican Republic,DOM,DB2013,2012,DTF,DTF,62.37
Dominican Republic,DOM,DB2013,2012,DWC,Dealing with Construction Permits,68.85
Dominican Republic,DOM,DB2013,2012,EC,Enforcing Contracts,61.87
Dominican Republic,DOM,DB2013,2012,GC,Getting Credit,56.25
Dominican Republic,DOM,DB2013,2012,GE,Getting Electricity,67.18
Dominican Republic,DOM,DB2013,2012,PMI,Protecting Minority Investors,50
Dominican Republic,DOM,DB2013,2012,PT,Paying Taxes,75.36
Dominican Republic,DOM,DB2013,2012,RI,Resolving Insolvency,9.41
Dominican Republic,DOM,DB2013,2012,RP,Registering Property,70.83
Dominican Republic,DOM,DB2013,2012,SB,Starting a Business,82.29
Dominican Republic,DOM,DB2013,2012,TAB,Trading Across Borders,81.65
Dominican Republic,DOM,DB2014,2013,DTF,DTF,62.47
Dominican Republic,DOM,DB2014,2013,DWC,Dealing with Construction Permits,69.01
Dominican Republic,DOM,DB2014,2013,EC,Enforcing Contracts,61.87
Dominican Republic,DOM,DB2014,2013,GC,Getting Credit,56.25
Dominican Republic,DOM,DB2014,2013,GE,Getting Electricity,67.26
Dominican Republic,DOM,DB2014,2013,PMI,Protecting Minority Investors,50
Dominican Republic,DOM,DB2014,2013,PT,Paying Taxes,75.34
Dominican Republic,DOM,DB2014,2013,RI,Resolving Insolvency,9.43
Dominican Republic,DOM,DB2014,2013,RP,Registering Property,70.84
Dominican Republic,DOM,DB2014,2013,SB,Starting a Business,82.62
Dominican Republic,DOM,DB2014,2013,TAB,Trading Across Borders,82.06
Dominican Republic,DOM,DB2015,2014,DTF,DTF,60.77
Dominican Republic,DOM,DB2015,2014,DWC,Dealing with Construction Permits,74.83
Dominican Republic,DOM,DB2015,2014,EC,Enforcing Contracts,54.12
Dominican Republic,DOM,DB2015,2014,GC,Getting Credit,45
Dominican Republic,DOM,DB2015,2014,GE,Getting Electricity,50.52
Dominican Republic,DOM,DB2015,2014,PMI,Protecting Minority Investors,55
Dominican Republic,DOM,DB2015,2014,PT,Paying Taxes,75.89
Dominican Republic,DOM,DB2015,2014,RI,Resolving Insolvency,23.75
Dominican Republic,DOM,DB2015,2014,RP,Registering Property,65.23
Dominican Republic,DOM,DB2015,2014,SB,Starting a Business,82.86
Dominican Republic,DOM,DB2015,2014,TAB,Trading Across Borders,80.48
Dominican Republic,DOM,DB2016,2015,DTF,DTF,61.16
Dominican Republic,DOM,DB2016,2015,DWC,Dealing with Construction Permits,75.01
Dominican Republic,DOM,DB2016,2015,EC,Enforcing Contracts,54.12
Dominican Republic,DOM,DB2016,2015,GC,Getting Credit,45
Dominican Republic,DOM,DB2016,2015,GE,Getting Electricity,50.58
Dominican Republic,DOM,DB2016,2015,PMI,Protecting Minority Investors,55
Dominican Republic,DOM,DB2016,2015,PT,Paying Taxes,76.29
Dominican Republic,DOM,DB2016,2015,RI,Resolving Insolvency,23.7
Dominican Republic,DOM,DB2016,2015,RP,Registering Property,65.24
Dominican Republic,DOM,DB2016,2015,SB,Starting a Business,83.12
Dominican Republic,DOM,DB2016,2015,TAB,Trading Across Borders,83.51
Ecuador,ECU,DB2004,2003,DTF,DTF,40.84
Ecuador,ECU,DB2004,2003,DWC,Dealing with Construction Permits,..
Ecuador,ECU,DB2004,2003,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2004,2003,GC,Getting Credit,..
Ecuador,ECU,DB2004,2003,GE,Getting Electricity,..
Ecuador,ECU,DB2004,2003,PMI,Protecting Minority Investors,..
Ecuador,ECU,DB2004,2003,PT,Paying Taxes,..
Ecuador,ECU,DB2004,2003,RI,Resolving Insolvency,13.49
Ecuador,ECU,DB2004,2003,RP,Registering Property,..
Ecuador,ECU,DB2004,2003,SB,Starting a Business,50.73
Ecuador,ECU,DB2004,2003,TAB,Trading Across Borders,..
Ecuador,ECU,DB2005,2004,DTF,DTF,44.98
Ecuador,ECU,DB2005,2004,DWC,Dealing with Construction Permits,..
Ecuador,ECU,DB2005,2004,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2005,2004,GC,Getting Credit,37.5
Ecuador,ECU,DB2005,2004,GE,Getting Electricity,..
Ecuador,ECU,DB2005,2004,PMI,Protecting Minority Investors,..
Ecuador,ECU,DB2005,2004,PT,Paying Taxes,..
Ecuador,ECU,DB2005,2004,RI,Resolving Insolvency,15.24
Ecuador,ECU,DB2005,2004,RP,Registering Property,62.54
Ecuador,ECU,DB2005,2004,SB,Starting a Business,51.31
Ecuador,ECU,DB2005,2004,TAB,Trading Across Borders,..
Ecuador,ECU,DB2006,2005,DTF,DTF,53.02
Ecuador,ECU,DB2006,2005,DWC,Dealing with Construction Permits,76.25
Ecuador,ECU,DB2006,2005,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2006,2005,GC,Getting Credit,37.5
Ecuador,ECU,DB2006,2005,GE,Getting Electricity,..
Ecuador,ECU,DB2006,2005,PMI,Protecting Minority Investors,40
Ecuador,ECU,DB2006,2005,PT,Paying Taxes,64.54
Ecuador,ECU,DB2006,2005,RI,Resolving Insolvency,17.92
Ecuador,ECU,DB2006,2005,RP,Registering Property,68.76
Ecuador,ECU,DB2006,2005,SB,Starting a Business,58.34
Ecuador,ECU,DB2006,2005,TAB,Trading Across Borders,55.61
Ecuador,ECU,DB2007,2006,DTF,DTF,54.77
Ecuador,ECU,DB2007,2006,DWC,Dealing with Construction Permits,76.48
Ecuador,ECU,DB2007,2006,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2007,2006,GC,Getting Credit,43.75
Ecuador,ECU,DB2007,2006,GE,Getting Electricity,..
Ecuador,ECU,DB2007,2006,PMI,Protecting Minority Investors,40
Ecuador,ECU,DB2007,2006,PT,Paying Taxes,64.54
Ecuador,ECU,DB2007,2006,RI,Resolving Insolvency,17.76
Ecuador,ECU,DB2007,2006,RP,Registering Property,75.31
Ecuador,ECU,DB2007,2006,SB,Starting a Business,60.23
Ecuador,ECU,DB2007,2006,TAB,Trading Across Borders,56.55
Ecuador,ECU,DB2008,2007,DTF,DTF,54.82
Ecuador,ECU,DB2008,2007,DWC,Dealing with Construction Permits,76.57
Ecuador,ECU,DB2008,2007,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2008,2007,GC,Getting Credit,43.75
Ecuador,ECU,DB2008,2007,GE,Getting Electricity,..
Ecuador,ECU,DB2008,2007,PMI,Protecting Minority Investors,40
Ecuador,ECU,DB2008,2007,PT,Paying Taxes,64.54
Ecuador,ECU,DB2008,2007,RI,Resolving Insolvency,18.23
Ecuador,ECU,DB2008,2007,RP,Registering Property,73.94
Ecuador,ECU,DB2008,2007,SB,Starting a Business,60.58
Ecuador,ECU,DB2008,2007,TAB,Trading Across Borders,57.45
Ecuador,ECU,DB2009,2008,DTF,DTF,55.62
Ecuador,ECU,DB2009,2008,DWC,Dealing with Construction Permits,76.68
Ecuador,ECU,DB2009,2008,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2009,2008,GC,Getting Credit,43.75
Ecuador,ECU,DB2009,2008,GE,Getting Electricity,..
Ecuador,ECU,DB2009,2008,PMI,Protecting Minority Investors,40
Ecuador,ECU,DB2009,2008,PT,Paying Taxes,64.7
Ecuador,ECU,DB2009,2008,RI,Resolving Insolvency,17.36
Ecuador,ECU,DB2009,2008,RP,Registering Property,76.16
Ecuador,ECU,DB2009,2008,SB,Starting a Business,59.87
Ecuador,ECU,DB2009,2008,TAB,Trading Across Borders,63.79
Ecuador,ECU,DB2010,2009,DTF,DTF,57.43
Ecuador,ECU,DB2010,2009,DWC,Dealing with Construction Permits,76.84
Ecuador,ECU,DB2010,2009,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2010,2009,GC,Getting Credit,50
Ecuador,ECU,DB2010,2009,GE,Getting Electricity,63.63
Ecuador,ECU,DB2010,2009,PMI,Protecting Minority Investors,40
Ecuador,ECU,DB2010,2009,PT,Paying Taxes,64.7
Ecuador,ECU,DB2010,2009,RI,Resolving Insolvency,17.36
Ecuador,ECU,DB2010,2009,RP,Registering Property,76.46
Ecuador,ECU,DB2010,2009,SB,Starting a Business,61.67
Ecuador,ECU,DB2010,2009,TAB,Trading Across Borders,65.35
Ecuador,ECU,DB2011,2010,DTF,DTF,57.49
Ecuador,ECU,DB2011,2010,DWC,Dealing with Construction Permits,76.89
Ecuador,ECU,DB2011,2010,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2011,2010,GC,Getting Credit,50
Ecuador,ECU,DB2011,2010,GE,Getting Electricity,63.91
Ecuador,ECU,DB2011,2010,PMI,Protecting Minority Investors,40
Ecuador,ECU,DB2011,2010,PT,Paying Taxes,61.73
Ecuador,ECU,DB2011,2010,RI,Resolving Insolvency,18.31
Ecuador,ECU,DB2011,2010,RP,Registering Property,76.32
Ecuador,ECU,DB2011,2010,SB,Starting a Business,64.02
Ecuador,ECU,DB2011,2010,TAB,Trading Across Borders,65.42
Ecuador,ECU,DB2012,2011,DTF,DTF,57.84
Ecuador,ECU,DB2012,2011,DWC,Dealing with Construction Permits,76.98
Ecuador,ECU,DB2012,2011,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2012,2011,GC,Getting Credit,50
Ecuador,ECU,DB2012,2011,GE,Getting Electricity,64.36
Ecuador,ECU,DB2012,2011,PMI,Protecting Minority Investors,40
Ecuador,ECU,DB2012,2011,PT,Paying Taxes,62.13
Ecuador,ECU,DB2012,2011,RI,Resolving Insolvency,18.54
Ecuador,ECU,DB2012,2011,RP,Registering Property,76.53
Ecuador,ECU,DB2012,2011,SB,Starting a Business,64.65
Ecuador,ECU,DB2012,2011,TAB,Trading Across Borders,66.92
Ecuador,ECU,DB2013,2012,DTF,DTF,57.46
Ecuador,ECU,DB2013,2012,DWC,Dealing with Construction Permits,76.67
Ecuador,ECU,DB2013,2012,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2013,2012,GC,Getting Credit,50
Ecuador,ECU,DB2013,2012,GE,Getting Electricity,64.21
Ecuador,ECU,DB2013,2012,PMI,Protecting Minority Investors,40
Ecuador,ECU,DB2013,2012,PT,Paying Taxes,62.13
Ecuador,ECU,DB2013,2012,RI,Resolving Insolvency,19.12
Ecuador,ECU,DB2013,2012,RP,Registering Property,72.8
Ecuador,ECU,DB2013,2012,SB,Starting a Business,64.52
Ecuador,ECU,DB2013,2012,TAB,Trading Across Borders,66.85
Ecuador,ECU,DB2014,2013,DTF,DTF,57.94
Ecuador,ECU,DB2014,2013,DWC,Dealing with Construction Permits,76.82
Ecuador,ECU,DB2014,2013,EC,Enforcing Contracts,58.3
Ecuador,ECU,DB2014,2013,GC,Getting Credit,50
Ecuador,ECU,DB2014,2013,GE,Getting Electricity,66.96
Ecuador,ECU,DB2014,2013,PMI,Protecting Minority Investors,40
Ecuador,ECU,DB2014,2013,PT,Paying Taxes,62.5
Ecuador,ECU,DB2014,2013,RI,Resolving Insolvency,19.24
Ecuador,ECU,DB2014,2013,RP,Registering Property,73.1
Ecuador,ECU,DB2014,2013,SB,Starting a Business,65.14
Ecuador,ECU,DB2014,2013,TAB,Trading Across Borders,67.31
Ecuador,ECU,DB2015,2014,DTF,DTF,57.14
Ecuador,ECU,DB2015,2014,DWC,Dealing with Construction Permits,70.98
Ecuador,ECU,DB2015,2014,EC,Enforcing Contracts,56.68
Ecuador,ECU,DB2015,2014,GC,Getting Credit,45
Ecuador,ECU,DB2015,2014,GE,Getting Electricity,65.94
Ecuador,ECU,DB2015,2014,PMI,Protecting Minority Investors,46.67
Ecuador,ECU,DB2015,2014,PT,Paying Taxes,62.84
Ecuador,ECU,DB2015,2014,RI,Resolving Insolvency,28.36
Ecuador,ECU,DB2015,2014,RP,Registering Property,68.2
Ecuador,ECU,DB2015,2014,SB,Starting a Business,65.31
Ecuador,ECU,DB2015,2014,TAB,Trading Across Borders,61.38
Ecuador,ECU,DB2016,2015,DTF,DTF,57.47
Ecuador,ECU,DB2016,2015,DWC,Dealing with Construction Permits,71.03
Ecuador,ECU,DB2016,2015,EC,Enforcing Contracts,56.68
Ecuador,ECU,DB2016,2015,GC,Getting Credit,45
Ecuador,ECU,DB2016,2015,GE,Getting Electricity,66.02
Ecuador,ECU,DB2016,2015,PMI,Protecting Minority Investors,46.67
Ecuador,ECU,DB2016,2015,PT,Paying Taxes,62.84
Ecuador,ECU,DB2016,2015,RI,Resolving Insolvency,28.4
Ecuador,ECU,DB2016,2015,RP,Registering Property,68.2
Ecuador,ECU,DB2016,2015,SB,Starting a Business,68.51
Ecuador,ECU,DB2016,2015,TAB,Trading Across Borders,61.38
"Egypt, Arab Rep.",EGY,DB2004,2003,DTF,DTF,33.63
"Egypt, Arab Rep.",EGY,DB2004,2003,DWC,Dealing with Construction Permits,..
"Egypt, Arab Rep.",EGY,DB2004,2003,EC,Enforcing Contracts,44.02
"Egypt, Arab Rep.",EGY,DB2004,2003,GC,Getting Credit,..
"Egypt, Arab Rep.",EGY,DB2004,2003,GE,Getting Electricity,..
"Egypt, Arab Rep.",EGY,DB2004,2003,PMI,Protecting Minority Investors,..
"Egypt, Arab Rep.",EGY,DB2004,2003,PT,Paying Taxes,..
"Egypt, Arab Rep.",EGY,DB2004,2003,RI,Resolving Insolvency,17.13
"Egypt, Arab Rep.",EGY,DB2004,2003,RP,Registering Property,..
"Egypt, Arab Rep.",EGY,DB2004,2003,SB,Starting a Business,39.73
"Egypt, Arab Rep.",EGY,DB2004,2003,TAB,Trading Across Borders,..
"Egypt, Arab Rep.",EGY,DB2005,2004,DTF,DTF,30.95
"Egypt, Arab Rep.",EGY,DB2005,2004,DWC,Dealing with Construction Permits,..
"Egypt, Arab Rep.",EGY,DB2005,2004,EC,Enforcing Contracts,44.02
"Egypt, Arab Rep.",EGY,DB2005,2004,GC,Getting Credit,18.75
"Egypt, Arab Rep.",EGY,DB2005,2004,GE,Getting Electricity,..
"Egypt, Arab Rep.",EGY,DB2005,2004,PMI,Protecting Minority Investors,..
"Egypt, Arab Rep.",EGY,DB2005,2004,PT,Paying Taxes,..
"Egypt, Arab Rep.",EGY,DB2005,2004,RI,Resolving Insolvency,17.23
"Egypt, Arab Rep.",EGY,DB2005,2004,RP,Registering Property,34.7
"Egypt, Arab Rep.",EGY,DB2005,2004,SB,Starting a Business,40.06
"Egypt, Arab Rep.",EGY,DB2005,2004,TAB,Trading Across Borders,..
"Egypt, Arab Rep.",EGY,DB2006,2005,DTF,DTF,34.51
"Egypt, Arab Rep.",EGY,DB2006,2005,DWC,Dealing with Construction Permits,26.07
"Egypt, Arab Rep.",EGY,DB2006,2005,EC,Enforcing Contracts,44.02
"Egypt, Arab Rep.",EGY,DB2006,2005,GC,Getting Credit,18.75
"Egypt, Arab Rep.",EGY,DB2006,2005,GE,Getting Electricity,..
"Egypt, Arab Rep.",EGY,DB2006,2005,PMI,Protecting Minority Investors,33.33
"Egypt, Arab Rep.",EGY,DB2006,2005,PT,Paying Taxes,41.05
"Egypt, Arab Rep.",EGY,DB2006,2005,RI,Resolving Insolvency,17.33
"Egypt, Arab Rep.",EGY,DB2006,2005,RP,Registering Property,38.5
"Egypt, Arab Rep.",EGY,DB2006,2005,SB,Starting a Business,43.25
"Egypt, Arab Rep.",EGY,DB2006,2005,TAB,Trading Across Borders,48.33
"Egypt, Arab Rep.",EGY,DB2007,2006,DTF,DTF,36.43
"Egypt, Arab Rep.",EGY,DB2007,2006,DWC,Dealing with Construction Permits,33.7
"Egypt, Arab Rep.",EGY,DB2007,2006,EC,Enforcing Contracts,44.02
"Egypt, Arab Rep.",EGY,DB2007,2006,GC,Getting Credit,18.75
"Egypt, Arab Rep.",EGY,DB2007,2006,GE,Getting Electricity,..
"Egypt, Arab Rep.",EGY,DB2007,2006,PMI,Protecting Minority Investors,33.33
"Egypt, Arab Rep.",EGY,DB2007,2006,PT,Paying Taxes,41
"Egypt, Arab Rep.",EGY,DB2007,2006,RI,Resolving Insolvency,17.84
"Egypt, Arab Rep.",EGY,DB2007,2006,RP,Registering Property,36.62
"Egypt, Arab Rep.",EGY,DB2007,2006,SB,Starting a Business,48.52
"Egypt, Arab Rep.",EGY,DB2007,2006,TAB,Trading Across Borders,54.1
